P60-WS2050-0004-0001,1,"6""",W,SW
P60-WS2050-0004-0001,2,"6""",W,SW
P60-WS2050-0004-0001,3,"6""",W,SOF
P60-WS2050-0004-002,1,"6""",F,SW
P60-WS2050-0004-002,2,"6""",W,SW
P60-WS2050-0004-002,3,"6""",W,SW
P60-WS2050-0004-002,4,"6""",F,SW
P60-WS2050-0036-001,2,"2""",W,SOF
P60-WS2050-0036-001,5,"36""",W,SOF
P60-WS2050-0036-002,1,"30""",W,SW
P60-WS2050-0036-002,2,"30""",W,SW
P60-WS2050-0036-002,3,"30""",W,SOF
P60-WS2050-0036-003,1,"36""",W,SW
P60-WS2050-0036-003,2,"36""",F,SW
P60-WS2050-0036-004,1,"36""",F,SW
P60-WS2050-0036-004,2,"36""",W,SW
P60-WS2050-0036-004,4,"6""",W,SOF
P60-WS2050-0036-004,5,"36""",W,SW
P60-WS2050-0036-004,6,"36""",F,SW
P60-WS2050-0036-006,1,"36""",F,FW
P60-WS2050-0036-006,2,"36""",W,SW
P60-WS2050-0036-006,3,"36""",W,SW
P60-WS2050-0036-006,4,"36""",W,SW
P60-WS2050-0036-006,5,"36""",F,SW
P60-WS2050-0036-007,1,"36""",F,SW
P60-WS2050-0036-007,2,"36""",W,SW
P60-WS2050-0036-007,3,"36""",W,SW
P60-WS2050-0036-007,4,"36""",F,SW
P60-WS2050-0056-001,1,"26""",W,SOF
P60-WS2050-0056-001,2,"26""",W,SW
P60-WS2050-0056-001,3,"26""",F,SW
P60-WS2050-0056-002,1,"26""",W,SOF
P60-WS2050-0056-003,1,"26""",F,SW
P60-WS2050-0056-003,2,"26""",W,SW
P60-WS2050-0056-003,3,"26""",W,SW
P60-WS2050-0056-003,4,"26""",F,SW
P60-WS2050-0056-004,1,"26""",F,FW
P60-WS2050-0056-004,2,"26""",F,FW
P60-WS2050-0056-004,3,"26""",W,SW
P60-WS2050-0056-004,4,"26""",W,SW
P60-WS2050-0056-004,5,"26""",W,SW
P60-WS2050-0056-004,6,"26""",F,SW
P60-WS2050-0056-005,2,"2""",W,SW
P60-WS2050-0056-005,3,"2""",W,SW
P60-WS2050-0056-005,4,"2""",W,SOF
P60-WS2050-0056-005,6,"2""",W,SOF
P60-WS2050-0056-005,7,"26""",W,SOF
P60-WS2050-0057-001,1,"26""",W,SOF
P60-WS2050-0057-001,2,"26""",W,SW
P60-WS2050-0057-001,3,"26""",F,SW
P60-WS2050-0057-002,1,"26""",W,SOF
P60-WS2050-0057-003,1,"26""",F,SW
P60-WS2050-0057-003,2,"26""",W,SW
P60-WS2050-0057-003,3,"26""",W,SW
P60-WS2050-0057-003,4,"26""",F,SW
P60-WS2050-0057-004,1,"26""",F,FW
P60-WS2050-0057-004,2,"26""",F,FW
P60-WS2050-0057-004,3,"26""",W,SW
P60-WS2050-0057-004,4,"26""",W,SW
P60-WS2050-0057-004,5,"26""",W,SW
P60-WS2050-0057-004,6,"26""",F,SW
P60-WS2050-0057-005,2,"2""",W,SW
P60-WS2050-0057-005,3,"2""",W,SW
P60-WS2050-0057-005,4,"2""",W,SOF
P60-WS2050-0057-005,6,"2""",W,SOF
P60-WS2050-0057-005,7,"26""",W,SOF
P60-WS2050-0059-001,1,"26""",W,SOF
P60-WS2050-0059-001,3,"2""",W,SOF
P60-WS2050-0059-001,4,"26""",W,SW
P60-WS2050-0059-001,5,"26""",F,SW
P60-WS2050-0059-002,1,"26""",F,FW
P60-WS2050-0059-002,2,"26""",F,FW
P60-WS2050-0059-002,3,"26""",F,FW
P60-WS2050-0059-002,5,"2""",W,SOF
P60-WS2050-0059-002,6,"26""",W,SOF
P60-WS2050-0059-003,1,"26""",W,SOF
P60-WS2050-0059-003,2,"26""",W,SW
P60-WS2050-0059-003,3,"26""",F,SW
P60-WS2050-0060-001,1,"26""",W,SOF
P60-WS2050-0060-001,3,"2""",W,SOF
P60-WS2050-0060-001,4,"26""",W,SW
P60-WS2050-0060-001,5,"26""",F,SW
P60-WS2050-0060-002,1,"26""",F,FW
P60-WS2050-0060-002,2,"26""",F,FW
P60-WS2050-0060-002,3,"26""",F,FW
P60-WS2050-0060-002,5,"2""",W,SOF
P60-WS2050-0060-002,6,"26""",W,SOF
P60-WS2050-0060-003,1,"26""",W,SOF
P60-WS2050-0060-003,2,"26""",W,SW
P60-WS2050-0060-003,3,"26""",F,SW
P60-WS2050-0109-001,3,"42""",F,FW
P60-WS2050-0109-001,4,"42""",F,FW
P60-WS2050-0109-001,6,"42""",W,SW
P60-WS2050-0109-001,7,"42""",F,SW
P60-WS2050-0109-002,1,"42""",W,SW
P60-WS2050-0109-002,2,"42""",F,SW
P60-WS2050-0109-003,1,"42""",F,FW
P60-WS2050-0109-003,2,"42""",F,FW
P60-WS2050-0109-003,3,"42""",F,FW
P60-WS2050-0109-003,4,"42""",W,SW
P60-WS2050-0109-003,5,"42""",F,SW
P60-WS2050-0109-004,2,"2""",W,SOF
P60-WS2050-0109-004,7,"42""",F,FW
P60-WS2050-0109-004,8,"42""",F,FW
P60-WS2050-0109-005,1,"42""",W,SOF
P60-WS2050-0109-005,2,"42""",W,SW
P60-WS2050-0109-005,3,"42""",F,SW
P60-WS2050-0155-001,1,"26""",W,SW
P60-WS2050-0155-001,2,"26""",W,SW
P60-WS2050-0155-001,3,"26""",W,SOF
P60-WS2050-0155-002,1,"26""",W,SOF
P60-WS2050-0155-002,3,"2""",W,SOF
P60-WS2050-0155-002,4,"26""",F,FW
P60-WS2050-0155-002,5,"26""",W,SOF
P60-WS2050-0155-003,1,"26""",W,SOF
P60-WS2050-0155-003,2,"26""",W,SW
P60-WS2050-0155-003,3,"26""",F,SW
P60-WS2050-0155-004,2,"26""",F,FW
P60-WS2050-0155-005,1,"16""",W,SOF
P60-WS2050-0155-005,4,"26""",W,SW
