PR50-WS2050-0009,A,MY-MOS25C,42",2952,BM,BM
PR60-WS2050-0009-001,A,MY-MOS25C,42",11900,BM,BM
PR60-WS2050-0009-002,A,MY-MOS25C,42",11000,BM,BM
PR60-WS2050-0009-003,A,MY-MOS25C,42",2440,BM,BM
PR70-WS2050-0009-001,A,MY-MOS25C,42",10880,BM,PE
PR70-WS2050-0009-001,B,MY-MOS25C,40",2320,BM,PE
PR70-WS2050-0009-002,A,MY-MOS25C,42",11900,BM,BM
PR70-WS2050-0009-003,A,MY-MOS25C,42",11000,BM,BM
